iso3_code,connectivity_govt,school_id_giga,num_students,num_classrooms,connectivity,school_id_govt,school_name,latitude,longitude,education_level,connectivity_type_govt,admin1,admin1_id_giga,admin2,admin2_id_giga,num_computers,num_teachers,source_lat_lon,country,unicef_region,itu_region,continent
BIH,No,000f2374-00ef-3868-b3e7-ee7a84b8cf66,22,2,No,L-10-A-548,"ЈУ ОШ ""МИЛОШ ЦРЊАНСКИ"" ПОТОЧАНИ",44.89829635620120,17.500816345214800,Primary,Не постоји активна интернет веза,Republika Srpska,BIH001,Banja Luka,BIH001001,0,4,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,002756a9-0fac-3db8-b67a-1d70ef8f94bd,246,9,Yes,J-6-B-105,"JU OŠ ""Silvije Strahimir Kranjčević"", Sarajevo",43.86116027832030,18.420852661132800,Primary,Kablovski internet,Federacija Bosne i Hercegovine,BIH002,Sarajevo,BIH002009,38,26,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,0081b759-9816-3839-8e6b-23345d7a30d8,556,30,Yes,J-1-B-63,"JAVNA USTANOVA OSNOVNA ŠKOLA ""STARI ILIJAŠ"" ILIJAŠ",43.846858978271500,18.320589065551800,Primary,Fiber-optički internet,Federacija Bosne i Hercegovine,BIH002,Sarajevo,BIH002009,55,66,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,00bf50b7-220a-345c-b5d6-19555f7a05c1,27,5,No,K-4-A-9,"Osnovna Škola ""Fra Lovro Karaula"" PŠ Smričani",43.7723274230957,16.998600006103500,Primary,Ne postoji aktivna internet veza,Federacija Bosne i Hercegovine,BIH002,Kanton 10,BIH002010,0,5,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,00f470b9-4e32-3ec2-a3ce-05389331b6f7,4,2,No,H-5-A-24,Osnovna škola Vladimira Pavlovića u Čapljini,43.06568908691410,17.660436630249000,Primary,Ne postoji aktivna internet veza,Federacija Bosne i Hercegovine,BIH002,Hercegovačko-Neretvanski,BIH002007,0,1,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,013618db-2bd7-3360-8de2-0900d6ecac18,156,8,Yes,F-3-E-1,"JU Osnovna muzička škola ""Avdo Smailović"" Goražde",43.66791915893560,18.975746154785200,Other,Fiber-optički internet,Federacija Bosne i Hercegovine,BIH002,Bosansko-Podrinjski,BIH002005,3,13,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,0183e312-c733-36c7-91f6-ad37800b8137,6,4,No,L-43-A-101,"Јавна установа Основна школа ""Соколац"" - ПО Кнежина",44.025779724121100,18.757219314575200,Primary,Не постоји активна интернет веза,Republika Srpska,BIH001,Sokolac,BIH001005,0,3,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,01b0b9dc-c7dc-3ada-88b0-fdca3826d71f,626,17,Yes,J-6-B-23,JU OŠ ''SAFVET-BEG BAŠAGIĆ'',43.85688781738280,18.421571731567400,Primary,Kablovski internet,Federacija Bosne i Hercegovine,BIH002,Sarajevo,BIH002009,33,41,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,01c71912-1aaa-383b-b80c-c98a2997524b,521,23,Yes,L-3-B-442,"ЈУ ОШ ""Вук Стефановић Караџић",45.18707275390630,16.81325912475590,Primary,Фибер-оптички интернет,Republika Srpska,BIH001,Banja Luka,BIH001001,4,50,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,01caf475-fc02-3e97-b615-2726d43be6f6,69,9,Yes,L-10-B-374,"ЈУ ОШ ""Вук Караџић",44.80881881713870,17.604211807251000,Primary,(A)DSL интернет,Republika Srpska,BIH001,Banja Luka,BIH001001,2,16,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,03191c25-487d-39ae-bb9d-320e728bfe3f,1020,22,Yes,L-19-B-670,ЈУ ОШ „Свети Сава“ Котор Варош,44.875797271728500,17.286605834960900,Primary,(A)DSL интернет,Republika Srpska,BIH001,Banja Luka,BIH001001,29,80,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,032c732c-3748-3937-989c-a6ac4c743349,57,5,No,E-8-B-115,"JU OŠ ""Vareš Majdan"" PŠ Dabravine",44.0549430847168,18.298391342163100,Primary,Ne postoji aktivna internet veza,Federacija Bosne i Hercegovine,BIH002,Zeničko-Dobojski,BIH002004,5,21,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,034dd340-85e4-326c-95ad-d4ab4fc8f050,3,3,No,G-1-A-69,"Osnovna škola""13.RUJAN"" JAJCE-Područni odjel Carevo Polje",44.353248596191400,17.2700252532959,Primary,Drugo (molimo navedite),Federacija Bosne i Hercegovine,BIH002,Srednjobosanski,BIH002006,0,1,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,03791b59-d672-33c3-94be-e5d8b6e97671,509,16,Yes,L-8-B-591,"JU OŠ ""GEORGIOS A. PAPANDREU"" ALEKSANDROVAC",44.964847564697300,17.31644058227540,Primary,Кабловски интернет,Republika Srpska,BIH001,Banja Luka,BIH001001,137,35,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,039554fe-7af3-3c9e-95f5-f91578aa426f,148,11,Yes,L-12-B-78,"ЈУ ОШ ""Милутин Бојић",44.87577819824220,17.262182235717800,Primary,(A)DSL интернет,Republika Srpska,BIH001,Banja Luka,BIH001001,0,18,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,0441da90-4e62-3bc8-88dc-343ca84b7780,381,15,Yes,I-3-B-66,Osnovna škola Ivane Brlić- Mažuranić Humac,43.182029724121100,17.520341873168900,Primary,(A)DSL internet,Federacija Bosne i Hercegovine,BIH002,Zapadnohercegovački,BIH002008,17,44,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,04bd8532-0627-3ab2-b521-f6b91c4f7ab2,22,2,No,D-5-A-22,"Javna ustanova Osnovna škola ""Podorašje"" Područna škola Jasenica",44.6646614074707,18.60380744934080,Primary,Ne postoji aktivna internet veza,Federacija Bosne i Hercegovine,BIH002,Tuzlanski,BIH002003,0,2,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,053ebe93-2ebd-3c26-ba8b-b3e6f44e036c,16,2,No,L-27-A-272,"ЈАВНА УСТАНОВА ОСНОВНА ШКОЛА ""ДЕСАНКА МАКСИМОВИЋ"" СТАНАРИ, ПОДРУЧНО ОДЈЕЉЕЊЕ ДРАГАЛОВЦИ",44.77128982543950,17.791650772094700,Primary,Не постоји активна интернет веза,Republika Srpska,BIH001,Doboj,BIH001003,1,4,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,0574e20a-a1cc-3be2-97c7-6cb559274480,66,3,No,I-4-A-14,"Druga osnovna škola Široki Brijeg, područna škola Uzarići",43.34721755981450,17.634557723999000,Primary,Ne postoji aktivna internet veza,Federacija Bosne i Hercegovine,BIH002,Zapadnohercegovački,BIH002008,1,6,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,05971ae0-52ad-39c5-abdc-4f20ae1e7749,735,18,Yes,E-6-B-160,"JU OŠ ""Miroslav Krleža"" Zenica",44.194950103759800,17.89105796813970,Primary,Fiber-optički internet,Federacija Bosne i Hercegovine,BIH002,Zeničko-Dobojski,BIH002004,35,41,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,05e1cd2f-0552-329a-9d85-14375eb8e6a4,99,4,Yes,E-2-A-13,"JU OŠ""Džemal Bijedić"" N.Miljanovci",44.69489669799810,17.942729949951200,Primary,(A)DSL internet,Federacija Bosne i Hercegovine,BIH002,Zeničko-Dobojski,BIH002004,0,5,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,05f5183a-c3e0-3e9c-8dcf-2b171b4e7ada,239,18,Yes,L-42-I-427,"Јавна установа Средњошколски центар ""Милутин Миланковић",44.16429138183590,19.0696964263916,Secondary,(A)DSL интернет,Republika Srpska,BIH001,Vlasenica,BIH001007,75,34,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,0623bcf4-62ac-3209-968a-9b04660a3a7a,9,1,No,B-1-A-78,"JAVNA USTANOVA OSNOVNA ŠKOLA ""1.MART"" VELIKA KLADUŠA",45.177066802978500,15.938380241394000,Primary,Ne postoji aktivna internet veza,Federacija Bosne i Hercegovine,BIH002,Unsko-Sanski,BIH002001,1,1,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,06825813-bebe-32cb-9dae-b2b6ba43ba72,44,7,No,B-6-B-99,"PŠ ""Krnjeuša"" Bosanski Petrovac",44.6968994140625,16.20680809021000,Primary,Ne postoji aktivna internet veza,Federacija Bosne i Hercegovine,BIH002,Unsko-Sanski,BIH002001,0,14,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,0687fd2b-5115-37af-9802-ff39ff448bd8,18,2,No,E-8-A-118,"JU OŠ ""Vareš Majdan"" PŠ Budoželje",44.082096099853500,18.336870193481400,Primary,Ne postoji aktivna internet veza,Federacija Bosne i Hercegovine,BIH002,Zeničko-Dobojski,BIH002004,0,5,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,06e3bb24-e50f-3c84-841f-57c052ffa187,64,2,No,D-9-A-55,"Javna ustanova Osnovna škola ""Grivice"" Banovići",44.428443908691400,18.542266845703100,Primary,Ne postoji aktivna internet veza,Federacija Bosne i Hercegovine,BIH002,Tuzlanski,BIH002003,1,6,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,07314f15-ee44-355b-bd88-754b326e5815,27,4,No,I-1-A-1,"Osnovna škola Vranić, Područna škola Broćanac",43.463600158691400,17.39493179321290,Primary,Ne postoji aktivna internet veza,Federacija Bosne i Hercegovine,BIH002,Zapadnohercegovački,BIH002008,0,3,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,0733867f-3c9a-372a-ac42-dc2096406d90,406,22,Yes,K-6-I-51,Srednja strukovna škola Tomislavgrad,43.71409225463870,17.223379135131800,Secondary,Drugo (molimo navedite),Federacija Bosne i Hercegovine,BIH002,Kanton 10,BIH002010,15,35,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,07721153-c2d0-3f99-b08b-a82a6b8b1638,502,23,Yes,E-10-B-176,"OŠ""Mula Mustafa Bašeskija"" 1",44.0274772644043,18.13962173461910,Primary,(A)DSL internet,Federacija Bosne i Hercegovine,BIH002,Zeničko-Dobojski,BIH002004,16,56,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,077af3dc-9d7d-37c4-bf28-ed2ca3c85df8,78,3,No,E-2-A-167,"OŠ ""9.septembar"" Medakovo, Područna škola Trepče",44.6229133605957,18.028650283813500,Primary,Ne postoji aktivna internet veza,Federacija Bosne i Hercegovine,BIH002,Zeničko-Dobojski,BIH002004,0,7,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,07a259c9-837d-36d6-8a82-b265c9438d2c,285,19,Yes,K-6-C-19,Gimnazija Marka Marulića Tomislavgrad,43.715782165527300,17.22286605834960,Other,(A)DSL internet,Federacija Bosne i Hercegovine,BIH002,Kanton 10,BIH002010,57,32,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,07aebb5d-befb-3a3b-8076-411e0ff6705a,574,18,Yes,L-63-B-573,"ЈУ ОШ ""Свети Василије Острошки и Тврдошки"" Требиње",42.70650100708010,18.33883285522460,Primary,Кабловски интернет,Republika Srpska,BIH001,Trebinje,BIH001006,51,49,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,081e474b-a174-3118-9bb4-f5c9c22376de,80,8,Yes,L-22-B-286,"ЈУ ОШ ""ТОДОР ДОКИЋ"" КАЛЕНДЕРОВЦИ",44.94281768798830,17.806489944458000,Primary,Фибер-оптички интернет,Republika Srpska,BIH001,Doboj,BIH001003,6,20,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,084a4f15-f071-368d-a0f9-0518adeb7935,259,19,Yes,B-1-B-133,"JU OŠ "" Crvarevac "" Velika Kladuša",45.12869644165040,15.992486953735400,Primary,(A)DSL internet,Federacija Bosne i Hercegovine,BIH002,Unsko-Sanski,BIH002001,10,23,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,084f3aca-539d-36ba-82bf-3615584d0bf3,8,2,No,L-25-A-701,"Јавна установа основна школа ""Сутјеска"" Модрича ПО Мишићи-Потпоље",44.17259216308590,19.09200668334960,Primary,Не постоји активна интернет веза,Republika Srpska,BIH001,Vlasenica,BIH001007,0,2,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,08662481-b2af-3722-b692-2bef3a42f49e,87,9,Yes,L-7-B-721,"ЈУ ОШ ""Свети Сава"" Дубраве",45.10249328613280,17.338485717773400,Primary,(A)DSL интернет,Republika Srpska,BIH001,Banja Luka,BIH001001,3,19,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,08d03fc0-060a-3c28-9f16-570eb2b78519,17,1,No,L-7-A-187,Јавна установа основна школа Петар Кочић Нова Топола,45.024017333984400,17.388874053955100,Primary,Не постоји активна интернет веза,Republika Srpska,BIH001,Banja Luka,BIH001001,0,2,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,08decbf0-368b-305e-a24a-b1cdd1b27c99,378,16,Yes,L-4-E-565,"ЈУ Музичка школа ""Саво Балабан"" Приједор",44.98054504394530,16.710071563720700,Other,Фибер-оптички интернет,Republika Srpska,BIH001,Banja Luka,BIH001001,19,53,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,08e46207-83f8-361e-9433-4c16d5b010c1,207,16,Yes,D-1-C-82,"JU Gimnazija ""Mustafa Novalić""Gradačac",44.88373565673830,18.428417205810500,Other,(A)DSL internet,Federacija Bosne i Hercegovine,BIH002,Tuzlanski,BIH002003,21,34,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,08e4b0f7-199a-3e91-ab1b-6926e93018a2,4,1,No,L-51-B-709,"ЈУ ОСНОВНА ШКОЛА ""ВУК КАРАЏИЋ"" ВИШЕГРАД",43.7377815246582,19.393678665161100,Primary,Не постоји активна интернет веза,Republika Srpska,BIH001,Foča,BIH001004,0,1,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,091c746f-8d6d-370a-89ea-5980625c8abf,5,1,No,L-41-A-216,"ЈУ ""Прва основна школа"" Сребреница, ПО Сасе",44.126792907714800,19.364927291870100,Primary,Не постоји активна интернет веза,Republika Srpska,BIH001,Vlasenica,BIH001007,1,3,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,09720f6d-1aed-39f0-a7d4-8a909a6eb5b6,29,2,No,D-11-A-31,"Javna ustanova Osnovna škola ""Kalesija"" Kalesija PŠ Dubnica",44.47645950317380,18.874168395996100,Primary,Ne postoji aktivna internet veza,Federacija Bosne i Hercegovine,BIH002,Tuzlanski,BIH002003,0,2,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,09bdddb2-e01f-3558-bd35-b2df7c0a4a33,10,2,No,H-5-A-102,"Osnovna škola ""Lipanjske zore"" Višići",43.0166015625,17.802562713623000,Primary,Ne postoji aktivna internet veza,Federacija Bosne i Hercegovine,BIH002,Hercegovačko-Neretvanski,BIH002007,0,2,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,0a202954-19fd-30b3-a675-013ea8a4b90e,52,4,No,B-1-A-13,"PŠ""Rajnovac",45.201663970947300,15.895278930664100,Primary,Ne postoji aktivna internet veza,Federacija Bosne i Hercegovine,BIH002,Unsko-Sanski,BIH002001,8,3,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,0a2c8fa8-b3e9-3d72-8432-e43b6ca844cb,65,4,No,D-10-A-90,JU OŠ ''ŠERIĆI'' PODRUČNA ŠKOLA PRILUK,44.46967697143560,18.51874351501470,Primary,Ne postoji aktivna internet veza,Federacija Bosne i Hercegovine,BIH002,Tuzlanski,BIH002003,0,4,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,0a2cbd35-c062-320b-b339-0e0f6a230026,265,10,Yes,D-10-B-186,"Javna ustanova Osnovna škola ""Dubrave",44.47372817993160,18.700050354003900,Primary,(A)DSL internet,Federacija Bosne i Hercegovine,BIH002,Tuzlanski,BIH002003,16,23,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,0a5c1dae-d263-3a40-8790-b08a15bf7e4b,10,2,No,L-34-A-195,"ЈАВНА УСТАНОВА ОСНОВНА ШКОЛА ""ДОСИТЕЈ ОБРАДОВИЋ"" КОРАЈ, ПОДРУЧНО ОДЈЕЉЕЊЕ БОБЕТИНО БРДО",44.747833251953100,18.919343948364300,Primary,Не постоји активна интернет веза,Republika Srpska,BIH001,Bijeljina,BIH001002,0,2,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,0a7536d5-1569-3067-87ba-5aa25fc984e7,266,11,Yes,L-33-G-381,Srednja stručna škola Janja,44.66252136230470,19.249019622802700,Other,Кабловски интернет,Republika Srpska,BIH001,Bijeljina,BIH001002,21,41,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,0b1ce871-a7c5-3900-99b9-d658a08f3d2c,502,40,Yes,L-29-I-736,"Јавна установа средњошколски центар ""Јован Дучић""Теслић",44.60074996948240,17.861656188964800,Secondary,Кабловски интернет,Republika Srpska,BIH001,Banja Luka,BIH001001,38,60,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,0bd79532-739f-30cd-86fe-1dc3a9bada5e,88,8,Yes,G-3-B-161,"Javna ustanova ""Četvrta osnovna škola"" Torlakovac - Donji Vakuf",44.22940444946290,17.31452178955080,Primary,(A)DSL internet,Federacija Bosne i Hercegovine,BIH002,Srednjobosanski,BIH002006,19,16,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,0c214a77-3995-3a30-a533-3078675473d8,11,3,Yes,L-25-A-266,"ЈУ Основна школа ""Свети Сава"" Модрича, ПШ Таревци",44.9528923034668,18.27296257019040,Primary,(A)DSL интернет,Republika Srpska,BIH001,Doboj,BIH001003,2,2,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,0c5c1584-2e3f-30cf-8816-729f8f7c8760,146,9,Yes,L-15-B-501,"ЈУ Основна школа ""Никола Мачкић"" Доња Превија",44.47626876831060,16.833200454711900,Primary,(A)DSL интернет,Republika Srpska,BIH001,Banja Luka,BIH001001,11,23,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,0c9fc296-9c02-3138-87ac-51249433611a,481,20,Yes,J-4-B-40,"JU OŠ ""Mustafa Busuladžić",43.882904052734400,18.277990341186500,Primary,Fiber-optički internet,Federacija Bosne i Hercegovine,BIH002,Sarajevo,BIH002009,48,36,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,0cce9d5a-e61a-3ea4-b505-3cf2e2c603fe,5,1,No,L-1-A-336,"ЈУ ОШ ""Бранко Ћопић"" Доњи Дубовик-Крупа на Уни-ПО Мали Дубовик",44.87788772583010,16.351621627807600,Primary,Не постоји активна интернет веза,Republika Srpska,BIH001,Banja Luka,BIH001001,0,2,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,0d145c43-3d7d-3349-b914-ae8c073f05b4,11,2,No,L-7-A-193,Јавна установа основна школа Петар Кочић Нова Топола,45.04259490966800,17.357067108154300,Primary,Не постоји активна интернет веза,Republika Srpska,BIH001,Banja Luka,BIH001001,0,2,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,0d3aa9d2-1032-332e-bcd3-f1201b76db3b,9,2,No,L-7-A-196,Јавна установа основна школа Петар Кочић Нова Топола,45.013633728027300,17.36260414123540,Primary,Не постоји активна интернет веза,Republika Srpska,BIH001,Banja Luka,BIH001001,0,2,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,0d46ddaa-e47f-3387-8a5f-17f27741721a,11,2,Yes,E-9-A-31,"JU OŠ ""Olovo"" Olovo - Područna škola Dugandžići",44.10353469848630,18.640697479248000,Primary,(A)DSL internet,Federacija Bosne i Hercegovine,BIH002,Zeničko-Dobojski,BIH002004,0,5,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,0d4fd468-17d5-3550-8a94-423181bbb154,1,2,No,E-9-B-60,Javna ustanova Osnovna škola ''Hasan Kikić'' Solun,44.20399856567380,18.53803062438970,Primary,Ne postoji aktivna internet veza,Federacija Bosne i Hercegovine,BIH002,Zeničko-Dobojski,BIH002004,0,1,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,0db6a04d-5c5a-3fda-9ed8-20b2d9db7500,463,19,Yes,L-40-B-367,"ЈАВНА УСТАНОВА ОСНОВНА ШКОЛА ""ВУК КАРАЏИЋ"" БРАТУНАЦ",44.18205642700200,19.33431625366210,Primary,(A)DSL интернет,Republika Srpska,BIH001,Vlasenica,BIH001007,6,41,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,0de5b4b4-03ed-3c0a-993a-836582d993ea,7,4,No,F-2-A-4,"JU OŠ ""Ustikolina"" PŠ Jabuka",43.62401580810550,18.6757755279541,Primary,Ne postoji aktivna internet veza,Federacija Bosne i Hercegovine,BIH002,Bosansko-Podrinjski,BIH002005,1,4,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,0e13382c-9a68-3581-8a24-0cf4c2a674e8,2,2,No,G-11-A-105,"Područna škola ""Rauševac",43.9996223449707,18.031259536743200,Primary,Ne postoji aktivna internet veza,Federacija Bosne i Hercegovine,BIH002,Srednjobosanski,BIH002006,1,1,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,0e9489aa-50d5-32f5-8772-89da3a39b164,2,1,No,L-49-B-127,"ЈУ Основна школа ""Мокро"" Мокро - ПО Хреша",43.87106704711910,18.492786407470700,Primary,Не постоји активна интернет веза,Republika Srpska,BIH001,Sokolac,BIH001005,0,4,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,0e98ce6f-7d29-3025-a0e7-1a66e2bfe08e,10,2,No,H-3-A-142,"Javna ustanova Osnovna škola ""Čelebići"" u Čelebićima Konjic, Područna škola Orahovica",43.66399002075200,17.91095542907720,Primary,Ne postoji aktivna internet veza,Federacija Bosne i Hercegovine,BIH002,Hercegovačko-Neretvanski,BIH002007,0,2,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,0ea749d7-99a5-37d4-bd9b-ba98ab5faf05,84,9,Yes,L-37-B-651,"ЈУ ОШ,,Десанка Максимовић""Челопек ПО Петковци",44.45780563354490,19.053346633911100,Primary,(A)DSL интернет,Republika Srpska,BIH001,Vlasenica,BIH001007,32,22,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,0ef90e3e-3dc5-39b0-a6a0-854b37a0cbd8,19,2,No,L-58-A-19,"JU OŠ ""Jovan Dučić"" Čajniče",43.59738540649410,19.038803100585900,Primary,Не постоји активна интернет веза,Republika Srpska,BIH001,Foča,BIH001004,0,2,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,0f3f7c49-a70c-389c-a90d-ffa06d5e2df3,29,4,No,B-2-A-7,JU OŠ Stijena - PŠ Glogovac,44.94472122192380,15.985556602478000,Primary,Ne postoji aktivna internet veza,Federacija Bosne i Hercegovine,BIH002,Unsko-Sanski,BIH002001,1,2,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,0f6bc3b3-d997-3d22-881e-f0273e1508ed,132,16,Yes,J-4-B-15,"Privatna ustanova Skolski centar Maarif Schools of Sarajevo (Skole ""Maarif"" Sarajevo)",43.83686065673830,18.346101760864300,Primary,Fiber-optički internet,Federacija Bosne i Hercegovine,BIH002,Sarajevo,BIH002009,46,36,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,0fd499ec-2124-3d88-83da-5d70301b34c6,18,3,No,B-3-A-97,"JU OŠ ""Harmani II"" PŠ Sokolac",44.78841018676760,15.895398139953600,Primary,Ne postoji aktivna internet veza,Federacija Bosne i Hercegovine,BIH002,Unsko-Sanski,BIH002001,5,2,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,0ff18d00-0a91-31f5-adac-bfff99901055,158,8,Yes,A-0-B-24,"Odjeljenje za obrazovanje, JU Osma osnovna škola Brka",44.83100891113280,18.72052574157720,Primary,(A)DSL internet,Distrikt Brčko,BIH003,Distrikt Brčko,BIH003001,17,14,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,0ff90d2b-8ac8-3d36-bd0e-6c3a89c316d7,27,3,No,B-2-A-4,JU OŠ Stijena - PŠ Vilenjača,44.955413818359400,16.0086669921875,Primary,Ne postoji aktivna internet veza,Federacija Bosne i Hercegovine,BIH002,Unsko-Sanski,BIH002001,2,2,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,1072e28c-d3e6-3c3d-ad07-28d804d1eeed,35,2,No,E-7-A-138,"OŠ ""Ahmed Muradbegović"" Područna škola Rošćevina",44.13386917114260,18.07232093811040,Primary,Ne postoji aktivna internet veza,Federacija Bosne i Hercegovine,BIH002,Zeničko-Dobojski,BIH002004,4,4,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,No,10c8ae9e-9109-362f-9217-2ea6774eee3f,4,1,No,L-10-A-597,"ЈУ ОШ ""Иво Андрић"" Кулаши, Прњавор - ПО Присоје",44.75469970703130,17.741968154907200,Primary,Не постоји активна интернет веза,Republika Srpska,BIH001,Banja Luka,BIH001001,0,1,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
BIH,Yes,10fba8f2-f505-3bb8-b960-0903d1c5ace1,24,5,Yes,G-8-A-89,"PODRUČNA ŠKOLA ""ŠANTIĆI",44.14615249633790,17.820388793945300,Primary,Kablovski internet,Federacija Bosne i Hercegovine,BIH002,Srednjobosanski,BIH002006,1,3,Government,Bosnia and Herzegovina,Eastern Europe and Central Asia,Europe,Europe
